ORF	hap a | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016
YGL230C	0.002	-0.005	0.016	0.008	-0.004	0.035
YGL232W	0.026	0.069	-0.014	NaN	-0.026	0.013
YGL233W	NaN	-0.024	NaN	-0.019	NaN	-0.038
YGL235W	-0.002	-0.062	0.011	0.020	-0.009	-0.009
YGL236C	0.021	-0.002	0.017	-0.009	-0.013	-0.006
YGL238W	NaN	NaN	NaN	NaN	NaN	NaN
YGL239C	NaN	NaN	NaN	0.087	NaN	NaN
YGL240W	NaN	NaN	NaN	-0.073	NaN	NaN
YGL241W	NaN	0.061	-0.033	0.068	0.018	0.019
YGL242C	0.059	-0.007	-0.004	-0.004	0.070	0.011
YGL243W	0.013	0.001	0.013	-0.010	-0.006	-0.028
YGL244W	-0.212	-0.001	-0.198	0.015	-0.120	0.031
YGL245W	-0.021	0.020	NaN	0.044	NaN	0.039
YGL246C	0.011	0.020	-0.011	0.024	-0.004	0.029
YGL247W	NaN	-0.007	NaN	0.001	NaN	0.010
YGL248W	0.041	-0.005	-0.030	-0.010	-0.109	-0.060
YGL249W	-0.109	-0.016	-0.034	-0.002	-0.020	0.071
YGL250W	NaN	0.009	NaN	0.075	NaN	0.013
YGL251C	0.003	-0.005	0.030	0.027	0.024	0.039
YGL252C	-0.038	-0.170	-0.002	-0.151	-0.023	0.004
YGL253W	NaN	-0.083	NaN	-0.006	NaN	0.003
YGL254W	-0.005	-0.006	0.010	0.002	0.042	0.034
YGL256W	NaN	0.002	NaN	0.022	NaN	0.015
YGL257C	-0.008	-0.002	0.032	-0.017	0.009	-0.025
YGL258W	0.035	-0.005	0.017	0.005	-0.016	0.015
YGL259W	0.006	0.006	0.012	0.006	0.017	0.015
YGL260W	0.041	-0.007	0.055	-0.020	0.101	0.028
YGL261C	-0.010	0.015	0.038	-0.016	-0.002	-0.014
YGL262W	0.012	-0.017	0.010	-0.016	-0.003	-0.028
YGL263W	-0.002	-0.004	0.008	-0.010	-0.005	-0.005
YGR001C	NaN	NaN	NaN	NaN	NaN	NaN
YGR002C	0.035	-0.013	0.001	0.021	0.017	0.019
YGR003W	-0.009	-0.020	-0.012	-0.005	-0.018	0.012
YGR004W	-0.139	-0.023	-0.016	-0.022	-0.015	-0.005
YGR005C	NaN	0.023	NaN	-0.177	NaN	0.026
YGR006W	-0.184	-0.011	-0.176	-0.088	-0.183	0.006
YGR007W	-0.021	0.000	0.017	-0.007	-0.035	0.016
YGR008C	0.008	-0.005	0.003	-0.018	-0.003	0.016
YGR009C	NaN	-0.003	NaN	-0.006	NaN	-0.009
YGR010W	-0.009	-0.007	0.013	-0.013	-0.023	0.025
YGR011W	0.052	-0.017	0.016	0.017	-0.025	0.013
YGR012W	-0.054	0.010	-0.122	-0.027	-0.217	0.018
YGR013W	-0.011	-0.013	-0.036	-0.012	NaN	0.000
YGR014W	-0.001	-0.008	0.010	-0.005	-0.007	0.004
YGR015C	0.001	-0.026	-0.011	-0.030	-0.019	-0.024
YGR016W	0.024	-0.009	0.005	0.029	0.027	0.021
YGR017W	0.013	0.001	0.009	-0.027	-0.034	-0.017
YGR018C	0.020	0.002	0.017	0.000	-0.042	-0.008
YGR019W	0.020	-0.001	0.017	0.012	-0.007	-0.019
YGR020C	-0.032	-0.006	-0.079	-0.004	0.011	0.003
YGR021W	-0.005	-0.019	0.007	-0.027	-0.029	-0.000
YGR022C	-0.003	-0.079	0.015	-0.008	-0.005	-0.017
YGR023W	0.022	-0.004	-0.003	-0.010	-0.007	0.000
YGR024C	NaN	0.005	NaN	0.006	NaN	0.008
YGR025W	-0.007	-0.017	0.000	-0.009	-0.010	0.001
YGR026W	0.006	-0.036	0.001	0.024	0.007	NaN
YGR027C	-0.074	-0.018	-0.046	0.001	-0.157	-0.089
YGR028W	0.004	-0.021	0.049	0.010	0.007	-0.010
YGR029W	NaN	0.002	NaN	-0.003	NaN	-0.006
YGR030C	-0.004	-0.000	-0.062	-0.003	0.005	-0.011
YGR031W	0.008	-0.022	-0.024	-0.035	-0.021	0.002
YGR032W	0.027	0.023	-0.019	0.010	-0.018	-0.021
YGR033C	0.001	0.001	-0.014	-0.014	0.008	-0.025
YGR034W	-0.019	-0.023	-0.012	0.007	-0.020	0.014
YGR035C	-0.010	-0.014	-0.020	0.036	-0.036	-0.020
YGR035W-A	NaN	NaN	NaN	NaN	NaN	NaN
YGR036C	NaN	0.002	NaN	-0.007	NaN	-0.016
YGR037C	NaN	NaN	NaN	NaN	NaN	NaN
YGR038W	-0.025	-0.007	-0.014	-0.023	-0.011	-0.013
YGR039W	0.002	0.014	0.000	-0.012	0.013	-0.009
YGR040W	-0.085	-0.000	-0.004	0.003	0.010	-0.031
YGR041W	0.029	0.029	0.011	0.043	-0.005	0.015
YGR042W	0.053	-0.016	0.003	-0.020	-0.010	-0.024
YGR043C	0.012	-0.002	0.002	0.005	0.013	0.002
YGR044C	0.064	-0.009	0.012	-0.014	0.000	-0.041
YGR045C	0.028	0.019	-0.037	-0.001	0.003	0.016
YGR046W	0.024	-0.009	NaN	-0.002	NaN	0.011
YGR047C	-0.087	-0.004	-0.190	-0.045	-0.179	-0.062
YGR048W	NaN	-0.026	NaN	-0.003	NaN	-0.050
YGR049W	0.035	-0.017	-0.031	-0.005	-0.035	-0.031
YGR050C	0.103	-0.001	-0.021	-0.069	-0.062	-0.055
YGR051C	0.015	0.124	-0.021	NaN	0.016	0.028
YGR052W	0.014	-0.009	-0.006	0.009	0.056	-0.011
YGR053C	0.003	-0.011	-0.026	0.000	-0.015	-0.034
YGR054W	NaN	0.030	NaN	0.046	0.028	NaN
YGR055W	0.002	-0.017	-0.011	0.009	0.005	0.016
YGR056W	-0.167	-0.045	-0.281	-0.075	-0.116	-0.110
YGR057C	-0.035	-0.006	-0.195	-0.014	0.025	-0.016
YGR058W	-0.054	-0.001	-0.041	-0.008	-0.206	-0.086
YGR059W	NaN	NaN	NaN	NaN	NaN	NaN
YGR060W	NaN	-0.013	NaN	-0.076	0.014	-0.156
YGR061C	0.011	0.001	-0.078	-0.004	0.024	-0.011
YGR062C	NaN	NaN	NaN	NaN	NaN	NaN
YGR063C	NaN	0.009	NaN	-0.011	NaN	-0.056
YGR064W	-0.016	0.022	-0.166	-0.004	-0.094	0.014
YGR065C	0.023	NaN	-0.016	NaN	-0.015	NaN
YGR066C	NaN	NaN	NaN	NaN	NaN	NaN
YGR067C	0.013	-0.013	-0.013	-0.005	-0.043	-0.065
YGR068C	0.009	-0.014	0.012	0.034	-0.061	0.014
YGR069W	-0.017	-0.002	-0.010	0.002	-0.048	-0.051
YGR070W	0.041	0.000	0.015	0.012	-0.019	0.012
YGR071C	0.082	-0.002	-0.008	-0.012	-0.057	-0.069
YGR072W	NaN	NaN	NaN	NaN	NaN	NaN
YGR073C	NaN	-0.017	NaN	0.018	NaN	-0.020
YGR074W	-0.014	0.020	-0.019	0.053	-0.004	0.008
YGR075C	NaN	-0.013	NaN	0.010	NaN	-0.068
YGR076C	NaN	-0.003	NaN	-0.001	NaN	-0.013
YGR077C	0.030	0.002	-0.029	-0.019	0.024	-0.038
YGR078C	-0.026	-0.010	-0.064	0.001	-0.003	-0.017
YGR079W	-0.021	-0.037	-0.012	-0.001	-0.007	-0.023
YGR080W	-0.011	-0.012	-0.010	0.002	0.057	-0.015
YGR082W	NaN	-0.004	NaN	0.014	NaN	0.000
YGR083C	NaN	-0.000	NaN	-0.017	NaN	0.002
YGR084C	0.012	0.001	-0.014	0.009	-0.042	-0.100
YGR085C	NaN	NaN	NaN	NaN	NaN	NaN
YGR086C	-0.139	-0.006	-0.004	0.014	-0.125	-0.011
YGR087C	-0.003	-0.010	-0.023	-0.021	-0.029	-0.063
YGR088W	0.000	-0.010	0.003	0.017	-0.006	-0.043
YGR089W	-0.138	-0.026	0.066	0.020	-0.034	-0.017
YGR090W	-0.021	-0.020	NaN	-0.019	0.007	0.030
YGR092W	NaN	-0.019	NaN	-0.003	NaN	-0.008
YGR093W	0.028	0.016	-0.068	0.030	-0.014	0.047
YGR095C	-0.025	0.005	NaN	0.006	NaN	0.017
YGR096W	NaN	NaN	NaN	NaN	NaN	NaN
YGR097W	-0.014	0.008	-0.007	0.003	0.014	-0.005
YGR098C	NaN	-0.022	NaN	-0.049	NaN	0.062
YGR099W	0.031	0.003	NaN	0.008	NaN	-0.002
YGR100W	-0.008	-0.014	0.000	-0.011	-0.103	0.010
YGR101W	-0.022	0.007	NaN	-0.009	NaN	0.014
YGR102C	0.000	0.001	NaN	-0.012	NaN	-0.036
YGR103W	-0.209	-0.005	-0.235	-0.007	-0.151	0.019
YGR104C	NaN	0.017	NaN	-0.006	NaN	-0.015
YGR105W	-0.002	-0.012	-0.007	-0.009	NaN	0.010
YGR106C	0.057	-0.004	0.048	-0.029	-0.067	0.007
YGR107W	0.011	-0.001	0.016	0.003	0.011	-0.002
YGR108W	0.021	0.011	0.009	0.089	0.026	0.016
YGR109C	0.004	-0.011	0.008	-0.007	0.008	0.003
YGR110W	0.060	0.010	0.036	0.015	-0.075	0.015
YGR111W	NaN	NaN	NaN	0.060	NaN	NaN
YGR112W	NaN	NaN	NaN	NaN	NaN	NaN
YGR113W	0.007	0.008	-0.044	-0.028	0.036	-0.010
YGR114C	0.070	-0.094	-0.150	0.004	-0.194	-0.021
YGR115C	-0.098	-0.073	-0.092	0.021	-0.107	-0.067
YGR116W	NaN	-0.117	NaN	-0.018	NaN	-0.074
YGR117C	0.006	-0.015	0.020	0.007	-0.003	-0.029
YGR118W	0.009	-0.009	0.046	-0.017	-0.018	-0.032
YGR119C	NaN	-0.014	NaN	-0.023	NaN	0.000
YGR120C	NaN	-0.021	NaN	-0.036	NaN	-0.010
YGR121C	-0.023	0.008	0.026	0.013	-0.050	-0.008
YGR121W-A	NaN	NaN	NaN	NaN	NaN	NaN
YGR122C-A	0.019	0.004	0.011	-0.004	-0.003	0.002
YGR122W	0.040	-0.031	-0.055	-0.025	0.023	-0.013
YGR123C	0.014	0.009	0.020	0.019	0.021	-0.002
YGR124W	-0.009	-0.010	-0.007	-0.008	-0.022	0.012
YGR125W	0.021	-0.023	0.047	-0.025	-0.034	-0.028
YGR126W	0.013	-0.026	-0.004	0.045	0.007	0.012
YGR127W	0.011	0.008	0.016	0.002	-0.012	0.009
YGR128C	0.030	-0.007	-0.050	0.007	0.046	-0.009
YGR129W	-0.012	0.010	-0.002	0.052	0.029	-0.008
YGR130C	NaN	NaN	NaN	NaN	NaN	NaN
YGR131W	0.019	0.008	-0.018	-0.015	-0.050	-0.039
YGR132C	NaN	NaN	NaN	NaN	NaN	NaN
YGR133W	0.017	0.007	-0.007	-0.009	-0.028	0.005
YGR134W	0.011	0.007	-0.009	-0.014	0.021	-0.015
YGR135W	-0.158	0.003	-0.018	0.026	-0.100	0.006
YGR136W	0.001	0.006	0.019	-0.006	0.006	0.009
YGR137W	0.047	-0.023	0.002	0.013	-0.004	0.041
YGR139W	0.019	-0.004	0.007	-0.013	0.004	-0.028
YGR140W	-0.145	0.013	-0.236	-0.105	-0.138	-0.067
YGR141W	-0.029	-0.023	-0.006	-0.042	-0.070	-0.008
YGR142W	0.007	-0.011	0.010	0.005	-0.011	0.012
YGR144W	0.049	-0.015	0.016	-0.023	0.104	0.042
YGR145W	-0.025	-0.009	NaN	0.005	NaN	0.025
YGR146C	0.006	0.007	0.005	-0.033	-0.019	-0.030
YGR146C-A	NaN	NaN	NaN	NaN	NaN	NaN
YGR147C	NaN	-0.045	NaN	0.045	NaN	0.007
YGR148C	-0.023	-0.003	0.024	-0.006	-0.024	-0.002
YGR149W	0.049	0.007	0.069	0.050	0.015	0.026
YGR150C	-0.020	-0.008	NaN	0.004	NaN	0.034
YGR151C	-0.034	-0.021	0.012	-0.043	0.001	0.014
YGR152C	0.028	0.036	0.045	0.054	0.029	0.008
YGR153W	NaN	NaN	NaN	NaN	NaN	NaN
YGR154C	-0.007	0.008	-0.020	-0.013	-0.001	-0.019
YGR155W	NaN	-0.029	NaN	-0.012	NaN	-0.037
YGR156W	NaN	-0.019	NaN	-0.034	NaN	-0.047
YGR157W	0.037	0.014	0.024	-0.003	-0.086	-0.116
YGR158C	-0.029	0.013	NaN	0.007	0.022	0.010
YGR159C	0.022	0.012	NaN	-0.019	NaN	0.000
YGR160W	-0.063	0.006	-0.025	-0.007	-0.028	-0.008
YGR161C	NaN	NaN	NaN	NaN	NaN	NaN
YGR161W-C	NaN	NaN	NaN	NaN	NaN	NaN
YGR162W	NaN	0.004	NaN	-0.049	NaN	0.023
YGR163W	-0.022	0.023	-0.066	0.014	-0.020	0.031
YGR164W	0.000	0.011	0.032	0.013	0.007	0.013
YGR165W	NaN	-0.020	NaN	-0.029	NaN	-0.124
YGR166W	0.005	0.007	0.002	0.092	0.017	0.043
YGR167W	-0.010	0.020	NaN	0.013	NaN	0.059
YGR168C	-0.004	-0.001	0.007	-0.009	0.015	0.025
YGR169C	0.005	0.005	0.011	-0.013	0.007	0.032
YGR169C-A	NaN	NaN	NaN	NaN	NaN	NaN
YGR170W	-0.036	-0.005	0.019	0.005	-0.069	-0.056
YGR171C	0.030	0.012	NaN	-0.011	0.046	-0.003
YGR172C	-0.039	0.032	-0.054	0.010	-0.012	0.018
YGR173W	0.010	0.008	0.010	-0.004	-0.006	0.007
YGR174C	-0.005	0.002	-0.041	-0.012	-0.102	0.003
YGR174W-A	NaN	NaN	NaN	NaN	NaN	NaN
YGR175C	NaN	0.009	NaN	-0.001	NaN	0.027
YGR176W	-0.013	0.002	-0.006	-0.020	0.007	0.036
YGR177C	0.019	-0.026	-0.012	-0.029	-0.021	-0.017
YGR178C	-0.044	-0.006	0.026	-0.018	-0.159	-0.026
YGR179C	NaN	0.005	NaN	0.018	NaN	-0.015
YGR180C	-0.054	-0.006	-0.047	-0.026	0.008	0.014
YGR181W	0.002	0.013	0.037	0.008	0.024	0.027
YGR182C	0.022	-0.004	-0.019	-0.009	-0.030	-0.042
YGR183C	0.016	0.004	-0.047	0.005	-0.236	-0.045
YGR184C	0.010	-0.006	0.053	0.030	-0.026	-0.030
YGR185C	-0.024	0.005	-0.029	0.012	-0.010	-0.015
YGR187C	0.030	0.000	-0.011	0.003	-0.000	0.003
YGR188C	-0.060	-0.018	-0.070	-0.019	-0.047	-0.093
YGR189C	0.013	0.008	-0.008	-0.009	-0.024	-0.009
YGR190C	0.004	0.011	-0.021	-0.007	0.004	-0.004
YGR191W	0.015	0.024	0.024	-0.007	-0.001	0.028
YGR192C	-0.118	0.008	-0.196	-0.012	0.069	0.020
YGR193C	-0.008	0.000	-0.025	-0.007	-0.097	-0.026
YGR194C	0.002	-0.008	-0.003	-0.022	-0.019	-0.008
YGR195W	-0.031	0.019	NaN	-0.011	NaN	-0.029
YGR196C	-0.032	-0.014	-0.068	-0.004	-0.029	-0.010
YGR199W	NaN	NaN	NaN	NaN	NaN	NaN
YGR200C	-0.056	0.003	-0.019	-0.014	-0.043	0.006
YGR201C	0.061	-0.004	0.043	0.035	0.055	0.080
YGR202C	-0.006	-0.006	0.016	0.027	-0.054	-0.050
YGR203W	0.005	0.013	0.023	-0.005	-0.005	-0.002
YGR204W	-0.007	0.005	-0.066	-0.015	-0.023	0.016
YGR205W	0.007	0.021	-0.003	-0.001	-0.000	-0.008
YGR206W	NaN	NaN	NaN	NaN	NaN	NaN
YGR207C	NaN	-0.026	NaN	-0.024	NaN	-0.002
YGR208W	0.021	0.019	NaN	0.002	NaN	-0.009
YGR209C	0.001	-0.053	0.003	0.105	0.001	-0.075
YGR210C	-0.008	-0.005	-0.014	-0.001	0.043	-0.008
YGR211W	NaN	-0.008	NaN	0.009	NaN	-0.002
YGR212W	0.000	0.001	0.015	0.000	-0.002	-0.022
YGR214W	0.017	-0.009	0.021	-0.011	-0.003	-0.053
YGR215W	-0.017	-0.009	-0.064	-0.013	0.037	-0.010
YGR216C	NaN	-0.070	NaN	-0.003	NaN	0.008
YGR219W	NaN	0.009	NaN	0.034	NaN	-0.015
YGR220C	0.054	0.029	-0.010	0.036	NaN	0.026
YGR221C	-0.002	0.009	0.013	-0.002	0.004	0.016
YGR222W	-0.063	0.009	-0.051	-0.004	0.030	-0.000
YGR223C	0.011	0.052	-0.028	0.125	-0.045	-0.046
YGR224W	0.043	0.033	-0.015	0.028	-0.039	-0.020
YGR225W	NaN	-0.005	NaN	-0.011	NaN	0.000
YGR226C	-0.050	0.018	NaN	-0.024	NaN	0.019
YGR227W	-0.036	0.001	-0.147	-0.033	-0.174	0.027
YGR228W	NaN	-0.004	NaN	0.031	NaN	-0.041
YGR229C	-0.200	0.012	-0.105	-0.006	-0.118	-0.059
YGR230W	0.009	-0.001	0.004	0.007	-0.017	0.004
YGR231C	0.029	0.038	-0.040	0.038	0.012	-0.025
YGR232W	0.011	0.004	-0.000	-0.008	-0.023	-0.043
YGR234W	0.009	0.014	0.011	-0.005	-0.002	-0.019
YGR235C	-0.002	0.003	0.032	-0.003	0.013	0.016
YGR236C	0.014	0.002	0.023	0.000	0.016	0.030
YGR237C	NaN	NaN	NaN	NaN	NaN	NaN
YGR238C	-0.008	0.005	0.010	-0.015	-0.011	-0.012
YGR239C	0.068	0.001	0.005	-0.001	-0.050	-0.044
YGR241C	-0.004	0.024	0.010	0.019	0.026	-0.019
YGR242W	-0.009	-0.005	-0.013	-0.010	-0.021	-0.006
YGR243W	0.013	-0.001	0.004	-0.005	0.000	-0.016
YGR244C	NaN	NaN	NaN	NaN	NaN	NaN
YGR245C	NaN	0.012	NaN	0.054	NaN	0.028
YGR246C	NaN	0.006	NaN	0.006	NaN	-0.066
YGR247W	0.018	-0.001	0.014	-0.018	-0.039	-0.024
YGR248W	0.001	0.003	0.030	0.009	0.005	0.015
YGR249W	0.022	0.009	0.021	0.007	0.015	0.010
YGR250C	0.020	-0.001	-0.002	-0.035	-0.008	-0.005
YGR251W	0.003	0.001	NaN	-0.021	NaN	-0.002
YGR252W	NaN	-0.017	NaN	-0.090	NaN	-0.042
YGR254W	0.010	0.003	-0.007	0.013	0.002	0.017
YGR255C	-0.091	-0.057	-0.062	-0.108	-0.095	-0.153
YGR256W	0.015	0.013	0.002	0.006	-0.003	0.002
YGR257C	NaN	0.020	NaN	0.014	NaN	0.057
YGR258C	0.027	0.005	0.010	0.010	-0.007	-0.014
YGR259C	0.011	-0.017	-0.021	-0.047	-0.042	-0.139
YGR260W	-0.002	-0.009	0.000	0.002	-0.002	-0.035
YGR261C	-0.130	-0.015	0.045	0.070	-0.173	-0.081
YGR262C	NaN	-0.006	NaN	0.022	NaN	0.004
YGR263C	0.018	-0.001	0.020	-0.025	0.016	-0.022
YGR264C	0.024	-0.025	-0.059	-0.015	0.023	-0.042
YGR265W	NaN	NaN	NaN	-0.002	NaN	NaN
YGR266W	NaN	NaN	0.016	0.020	NaN	NaN
YGR267C	NaN	-0.020	NaN	-0.012	NaN	-0.025
YGR268C	0.048	0.001	0.032	0.036	0.023	0.051
YGR269W	0.023	0.031	-0.014	0.015	-0.011	-0.008
YGR270W	-0.057	-0.059	-0.002	-0.017	0.000	-0.028
YGR271C-A	NaN	NaN	NaN	NaN	NaN	NaN
YGR271W	NaN	NaN	NaN	NaN	NaN	NaN
YGR273C	-0.003	0.003	0.010	-0.007	-0.008	-0.000
YGR274C	NaN	NaN	-0.000	NaN	-0.034	NaN
YGR275W	0.049	-0.008	-0.003	0.026	-0.014	0.042
YGR276C	0.018	0.002	0.008	-0.027	0.012	0.046
YGR277C	NaN	0.002	NaN	0.001	NaN	-0.004
YGR279C	-0.011	0.000	-0.039	0.006	-0.013	-0.011
YGR280C	-0.001	0.007	-0.005	-0.015	0.013	0.001
YGR281W	-0.040	-0.029	-0.009	-0.033	-0.039	0.053
YGR282C	0.008	-0.009	-0.071	0.026	-0.010	-0.056
YGR283C	-0.005	0.009	-0.001	0.060	-0.001	0.009
YGR284C	0.027	-0.011	0.004	-0.020	-0.045	-0.008
YGR285C	-0.001	0.022	-0.036	0.002	0.024	0.002
YGR286C	0.028	0.007	0.005	0.019	-0.006	0.006
YGR287C	0.000	-0.010	-0.006	-0.012	-0.006	-0.022
YGR288W	-0.004	-0.008	0.021	-0.002	0.002	0.014
YGR291C	-0.006	0.000	-0.002	-0.007	0.004	0.007
YGR292W	NaN	-0.066	NaN	0.027	NaN	0.002
YGR295C	0.004	0.005	0.032	0.011	-0.015	0.004
YHL001W	NaN	NaN	NaN	NaN	NaN	NaN
YHL002W	0.015	0.022	NaN	-0.015	NaN	0.057
YHL003C	0.017	0.027	0.034	0.049	0.079	-0.007
YHL004W	NaN	NaN	NaN	NaN	NaN	NaN
YHL006C	NaN	NaN	NaN	NaN	NaN	NaN
YHL007C	-0.024	0.013	0.005	0.011	-0.007	0.074
YHL008C	NaN	NaN	NaN	NaN	NaN	NaN
YHL009C	NaN	NaN	NaN	NaN	NaN	NaN
YHL010C	NaN	NaN	NaN	NaN	NaN	NaN
YHL011C	0.042	0.003	-0.002	0.045	0.025	0.018
YHL012W	-0.004	-0.002	0.011	-0.022	-0.006	-0.022
YHL014C	0.003	-0.004	-0.031	0.055	-0.002	NaN
YHL015W	-0.208	0.013	0.001	0.018	-0.106	-0.086
YHL015W-A	NaN	NaN	NaN	NaN	NaN	NaN
YHL016C	NaN	NaN	NaN	NaN	NaN	NaN
YHL017W	NaN	NaN	NaN	NaN	NaN	NaN
YHL019C	NaN	NaN	NaN	NaN	NaN	NaN
YHL020C	-0.247	0.013	-0.034	0.019	-0.188	-0.024
YHL021C	0.012	0.008	-0.013	-0.002	-0.020	-0.023
YHL022C	-0.001	-0.004	-0.011	-0.010	-0.007	0.029
YHL024W	0.005	-0.013	0.011	-0.016	-0.002	-0.037
YHL026C	-0.001	-0.006	-0.003	-0.021	-0.016	0.017
YHL027W	-0.009	-0.082	NaN	-0.019	NaN	-0.015
YHL028W	0.013	-0.000	0.010	-0.000	-0.012	-0.005
YHL030W	0.011	0.001	-0.003	-0.014	0.025	-0.045
YHL031C	NaN	-0.070	NaN	0.008	NaN	0.005
YHL032C	NaN	NaN	NaN	NaN	NaN	NaN
YHL033C	NaN	NaN	NaN	NaN	NaN	NaN
YHL034C	-0.007	-0.049	0.050	-0.062	0.004	-0.037
YHL035C	NaN	-0.059	NaN	0.019	NaN	-0.013
YHL036W	NaN	NaN	NaN	NaN	NaN	NaN
YHL038C	NaN	NaN	NaN	NaN	NaN	NaN
YHL040C	0.013	-0.012	0.008	-0.037	-0.022	-0.045
YHL041W	NaN	-0.020	NaN	0.018	NaN	-0.001
YHL042W	-0.020	-0.003	-0.010	-0.007	-0.004	-0.030
YHL043W	-0.006	-0.020	0.023	0.018	0.018	-0.024
YHL044W	0.037	0.019	0.026	0.017	0.008	0.021
YHL045W	0.011	0.019	0.015	0.019	0.001	-0.021
YHL046C	-0.005	0.001	0.003	-0.015	-0.021	-0.006
YHL047C	NaN	NaN	NaN	NaN	NaN	NaN
YHR001W-A	NaN	NaN	NaN	NaN	NaN	NaN
YHR003C	-0.065	-0.003	-0.112	-0.002	-0.215	-0.007
YHR004C	NaN	0.017	NaN	0.029	NaN	-0.003
YHR005C	NaN	0.000	NaN	-0.016	NaN	-0.007
YHR006W	0.017	0.009	-0.047	-0.010	0.015	0.021
YHR007C	NaN	0.007	NaN	-0.026	NaN	0.014
YHR007C-A	NaN	NaN	NaN	NaN	NaN	NaN
YHR008C	-0.112	-0.002	-0.147	-0.018	-0.185	0.017
YHR009C	0.039	0.007	-0.036	-0.015	0.017	0.043
YHR010W	NaN	NaN	NaN	NaN	NaN	NaN
YHR011W	NaN	-0.081	NaN	-0.083	NaN	0.004
YHR012W	NaN	-0.081	NaN	-0.065	NaN	-0.031
YHR013C	-0.005	-0.014	-0.069	-0.007	-0.019	0.004
YHR014W	0.007	0.003	0.017	-0.006	0.034	0.021
YHR015W	0.007	0.007	0.018	0.016	0.032	0.005
YHR016C	0.001	0.007	0.021	0.032	0.056	0.036
YHR017W	0.002	0.000	0.016	-0.051	-0.034	-0.035
YHR019C	NaN	NaN	NaN	NaN	NaN	NaN
YHR020W	-0.135	0.004	-0.044	-0.007	-0.151	0.023
YHR021C	NaN	NaN	NaN	NaN	NaN	NaN
YHR021W-A	NaN	NaN	0.009	0.122	-0.010	NaN
YHR022C	-0.020	-0.026	0.011	-0.045	-0.001	0.031
YHR022C-A	NaN	NaN	NaN	NaN	NaN	NaN
YHR023W	0.006	0.042	NaN	0.067	NaN	0.029
YHR024C	NaN	-0.002	NaN	-0.010	NaN	-0.009
YHR025W	-0.079	-0.003	-0.004	0.016	-0.360	-0.006
YHR026W	NaN	-0.053	NaN	-0.053	NaN	0.000
YHR028C	-0.036	-0.016	-0.007	0.000	-0.051	-0.043
YHR029C	0.010	-0.050	-0.010	-0.056	0.004	0.009
YHR030C	NaN	NaN	NaN	0.007	NaN	NaN
YHR031C	0.014	-0.005	-0.041	-0.025	-0.052	-0.002
YHR032W	0.014	0.016	0.033	0.043	0.039	-0.018
YHR033W	NaN	-0.055	NaN	0.009	NaN	0.009
YHR034C	-0.025	0.012	-0.052	-0.019	-0.177	-0.007
YHR035W	0.004	-0.004	-0.006	-0.110	-0.003	-0.015
YHR036W	-0.027	0.054	0.034	0.094	-0.008	0.041
YHR037W	NaN	NaN	NaN	NaN	NaN	NaN
YHR038W	0.042	0.030	-0.120	-0.109	0.006	0.044
YHR039C	-0.006	0.003	-0.003	0.028	-0.051	0.004
YHR040W	NaN	NaN	NaN	NaN	NaN	NaN
YHR041C	0.012	0.008	-0.002	0.008	0.045	0.016
YHR042W	-0.202	0.024	-0.002	-0.010	-0.120	-0.059
YHR044C	NaN	NaN	NaN	NaN	NaN	NaN
YHR045W	0.030	0.020	-0.010	0.020	0.050	0.003
YHR046C	0.037	0.024	0.022	-0.018	0.023	-0.015
YHR047C	-0.030	-0.022	-0.042	-0.022	-0.034	-0.005
YHR048W	0.017	-0.049	-0.000	0.020	0.005	-0.038
YHR049C-A	0.007	0.007	-0.008	-0.002	0.001	0.032
YHR049W	0.006	0.013	-0.018	0.007	-0.007	-0.048
YHR050W	0.040	0.029	-0.070	-0.010	-0.013	-0.008
YHR050W-A	NaN	NaN	NaN	NaN	NaN	NaN
YHR051W	-0.088	0.019	-0.037	0.013	-0.001	-0.032
YHR057C	0.018	0.006	-0.005	-0.009	-0.021	-0.021
YHR058C	-0.029	0.033	NaN	-0.012	NaN	0.001
YHR059W	NaN	0.027	NaN	0.050	NaN	0.038
YHR060W	-0.203	0.014	-0.016	0.007	-0.154	-0.062
YHR061C	-0.008	0.006	-0.000	-0.014	0.009	0.020
YHR062C	0.020	0.010	0.029	0.011	-0.011	-0.025
YHR064C	-0.043	0.038	NaN	0.037	NaN	0.030
YHR065C	NaN	-0.072	NaN	-0.028	NaN	-0.020
YHR066W	-0.002	0.002	-0.008	0.001	-0.010	-0.031
YHR067W	-0.074	-0.004	-0.058	0.008	NaN	0.026
YHR068W	0.054	0.006	NaN	0.005	NaN	-0.020
YHR070W	NaN	0.014	NaN	0.020	NaN	0.045
YHR071W	NaN	NaN	NaN	NaN	NaN	NaN
YHR072W-A	NaN	NaN	NaN	NaN	NaN	NaN
YHR073W	0.074	0.021	-0.035	-0.015	-0.027	-0.021
