ORF	hom | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [22.02 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012
YJR133W	0.195	0.296	1.464	-0.413	-0.477	-0.000	0.039	-0.022	-0.147	0.262	0.110	-0.940	-0.235	-0.077	-0.012	-1.085	0.941	0.307	-0.590	-0.503	-0.095	-0.378	0.278	0.237	0.044	-0.055	-0.031	-0.009	0.296	-0.241	1.233	-0.054	0.073
YJR134C	-0.005	0.051	0.777	0.501	0.209	-0.159	-0.165	-2.627	-0.054	0.560	0.016	-0.431	-0.137	-0.304	-1.230	-0.029	1.465	0.127	0.714	0.078	-0.046	0.195	0.127	0.207	0.042	-1.514	-1.869	0.113	0.350	-0.455	0.289	-1.357	0.139
YJR135C	-0.037	-0.032	0.087	-0.578	-0.257	0.291	0.013	-0.008	0.095	0.051	0.028	-1.137	0.101	0.079	-0.022	-0.753	-0.338	-0.025	1.463	1.878	0.009	0.177	-0.049	0.084	0.046	-2.064	-0.032	-0.095	-0.120	-0.091	0.525	-0.031	-0.006
YJR137C	-0.019	0.255	0.009	-0.802	-0.769	-0.019	-0.922	-0.021	-0.080	-1.289	0.013	-0.290	0.101	-0.988	-0.055	-1.170	0.170	0.959	0.213	0.039	-2.063	-1.410	0.067	0.308	0.510	0.100	-0.063	0.778	0.007	0.000	0.813	0.004	0.354
YJR139C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.103	0.125	0.846	0.093	0.120	0.051	0.072	1.551	0.025	0.167	-0.002	1.193	-0.030	0.538	0.188	0.628	0.622
YJR140C	0.090	0.070	-1.599	0.974	0.049	-0.319	-0.714	0.011	0.010	-0.009	0.077	0.515	0.158	0.143	0.374	-0.601	0.065	0.049	-0.535	0.348	-1.564	-0.026	0.184	0.033	0.057	-0.040	-0.059	0.215	0.010	-0.316	0.845	0.059	0.008
YJR141W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.536	0.046	1.576	0.196	-0.055	-0.373	0.118	-0.004	0.825	0.600	0.263	0.261	0.136	-0.103	0.057	-0.010	0.002
YJR142W	-0.204	-0.007	-0.009	-1.192	-1.472	0.040	-0.006	0.145	0.015	0.248	-0.466	-0.012	0.020	0.040	-0.042	-1.100	0.001	-0.636	0.143	-0.032	0.196	0.217	-0.273	0.043	-0.015	-0.102	-0.628	-0.058	-0.348	0.050	0.106	-0.000	-0.502
YJR144W	0.108	-1.687	-3.674	3.657	3.176	0.106	0.036	0.023	0.047	-1.310	-0.622	-1.815	0.042	-0.010	1.041	-2.154	-0.062	-0.555	0.263	0.125	0.016	0.387	-0.048	0.316	-0.093	0.008	-1.570	0.231	-0.131	0.035	0.335	0.010	-0.021
YJR145C	1.439	-0.025	-0.017	5.133	3.985	-0.940	2.226	2.597	1.909	0.289	4.226	4.179	-1.817	1.017	4.281	4.120	3.198	0.777	2.217	0.051	0.314	1.817	-0.093	0.400	1.205	-0.016	0.417	1.389	2.443	-0.132	0.290	1.763	4.053
YJR146W	-0.020	-0.118	1.223	-0.080	-0.068	0.047	-1.154	-0.727	-0.021	0.014	-0.005	-0.543	-1.338	-0.037	-0.740	-0.406	0.007	0.254	2.767	-0.027	-0.140	-0.428	-1.480	1.503	1.217	-1.179	-0.805	1.193	0.873	0.454	0.867	0.060	0.806
YJR147W	-0.789	-1.579	-0.014	-0.290	-0.632	-0.037	-0.937	-0.200	-1.051	-0.190	-1.071	-1.044	-0.097	-0.210	-0.177	-1.265	-0.088	-0.016	-0.633	1.243	-1.045	0.250	0.459	-0.045	0.021	1.220	0.083	-0.002	0.036	0.458	0.001	1.632	-1.050
YJR148W	-0.245	0.190	0.576	-0.144	-0.702	-0.213	-0.426	0.003	0.048	0.581	-0.006	-0.522	-0.016	-0.492	-0.203	-0.083	0.006	0.143	0.675	-0.013	-0.149	-0.005	0.185	0.104	1.034	-0.145	-0.058	-0.042	0.271	-0.072	1.078	-0.322	0.092
YJR149W	0.024	-1.633	-0.019	-0.628	-1.440	-0.009	-0.383	0.048	-0.027	-0.081	-0.812	-2.120	0.027	-0.286	-0.304	-1.935	1.165	0.088	-0.100	0.102	0.014	0.524	-0.858	0.330	1.276	0.061	0.008	1.911	0.048	1.789	1.992	0.929	0.370
YJR150C	0.719	0.127	0.032	-0.027	-0.268	-0.022	-0.564	-0.264	-0.164	-0.004	-0.710	-0.397	-0.028	-1.751	-0.864	-1.044	0.004	-0.257	1.660	-0.416	-0.055	0.128	-1.940	1.646	0.124	-1.675	-1.287	-0.335	-0.193	-0.025	0.131	-0.015	-0.079
YJR152W	-0.042	-0.280	-0.009	-1.084	-0.663	-1.314	-0.009	-0.981	-0.149	-0.106	-0.117	-0.265	-0.203	-0.136	-0.745	-0.757	0.207	0.018	0.107	-0.003	-0.171	-0.299	0.150	0.069	-0.009	-0.431	-0.032	-0.011	0.302	-0.998	0.305	-0.516	0.226
YJR153W	0.749	0.004	0.025	-0.011	-0.086	-0.507	-0.086	-0.318	-1.656	-0.017	-0.040	-1.181	-0.249	-0.201	-0.191	-0.762	-0.356	-0.695	0.180	0.033	0.003	0.532	-0.289	-0.178	-1.745	-0.691	-0.304	-0.730	-2.382	0.030	-0.184	-1.569	-0.772
YJR154W	-0.121	0.054	0.372	-0.363	-0.054	-2.325	-0.003	-1.048	-1.682	0.679	-1.397	-0.897	-0.418	-0.378	-1.247	-0.347	-0.031	-1.639	-2.167	-0.061	-1.152	-0.023	-0.012	-0.061	0.019	-1.031	-1.088	-0.021	-0.418	0.997	0.059	0.251	-0.208
YKL001C	-0.000	0.479	0.859	-0.029	-0.062	1.108	0.378	-0.189	0.014	-0.377	0.043	-0.045	1.681	0.356	0.115	0.126	-0.072	-0.039	1.503	1.005	-0.973	-0.380	-0.210	-0.077	-0.041	0.778	-0.243	0.214	-1.519	-1.414	-0.263	0.035	-0.257
YKL002W	0.524	-3.017	-0.053	-0.183	-0.667	-0.123	-0.493	0.259	2.980	0.355	5.804	5.011	-0.022	1.477	0.463	2.022	-0.006	0.082	-1.254	0.579	-1.395	-0.031	-0.477	-0.276	-1.337	-1.310	0.561	-0.008	-0.882	0.226	-1.011	-0.162	-1.087
YKL003C	0.771	-3.742	-0.811	6.255	5.121	0.225	0.173	4.330	4.943	2.631	5.609	5.125	0.119	0.205	5.887	7.681	-0.289	-2.307	0.741	-2.398	-0.263	-0.514	-0.891	0.025	-0.642	0.032	-0.364	-0.846	-1.459	-2.019	-1.241	0.005	-0.207
YKL004W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.050	1.468	-4.731	-1.111	-0.152	0.061	-0.009	-2.770	-1.200	0.212	0.521	0.038	2.092	-0.931	-0.502	-0.071	0.187
YKL005C	-0.096	0.825	-0.000	-0.542	-0.023	0.077	-0.013	-0.086	-0.127	-1.067	-0.195	-0.057	-0.054	-0.946	-0.661	0.355	0.981	0.978	1.399	-0.504	-1.023	-0.271	0.318	0.001	0.039	-0.263	0.079	-0.176	-0.223	-0.063	-0.813	-0.211	-0.419
YKL006C-A	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.065	-0.122	-0.997	-0.141	0.262	0.076	0.076	0.012	0.027	-0.005	-0.099	-0.039	-0.009	0.089	0.368	0.163	-0.040
YKL006W	1.600	-0.103	-0.024	5.832	4.750	0.805	0.196	4.264	5.967	5.021	4.421	8.307	0.338	4.937	7.127	8.656	0.816	5.519	0.221	-0.311	3.235	3.564	-0.040	1.304	0.566	1.406	0.346	1.527	3.452	-0.055	0.949	1.441	6.398
YKL007W	-0.052	0.178	-0.781	-2.023	-2.505	-0.172	0.146	0.179	-0.006	-1.774	-2.629	-0.178	-0.160	1.682	-1.220	-0.664	-0.017	0.618	-0.352	1.232	0.284	-0.008	0.290	0.054	-0.078	0.170	-0.312	-0.038	-1.002	-0.043	0.794	-0.046	-0.742
YKL008C	0.346	-0.049	-1.770	0.682	-0.042	0.039	0.090	-0.090	-2.386	-0.891	-0.471	-0.482	0.339	0.179	-0.430	-0.608	-0.066	-0.160	0.596	-0.478	0.090	-0.045	1.262	0.013	0.035	-1.319	-0.490	-2.110	-1.284	-0.131	-1.481	-2.115	-2.100
YKL009W	0.188	0.092	-1.168	3.495	3.126	-0.050	0.362	-0.079	-0.098	2.733	4.948	5.936	0.220	3.436	2.712	6.314	-2.069	5.437	1.231	0.715	0.566	0.453	-0.096	-1.964	-0.048	-0.438	2.193	0.623	1.643	0.019	-0.245	1.782	1.245
YKL010C	0.020	0.424	0.070	-0.047	-0.122	-0.021	0.138	0.005	0.171	-0.110	-0.008	-0.579	0.050	0.098	0.007	0.030	-0.310	0.028	-0.556	-0.015	-0.482	-0.030	0.114	0.032	0.072	0.025	0.790	-0.055	-0.818	-1.186	0.010	-0.615	-0.990
YKL011C	-0.027	-0.322	0.045	0.209	0.699	1.175	-0.227	-0.017	0.253	0.096	0.268	0.401	0.067	0.110	0.029	0.660	-0.232	-0.936	-0.624	-0.008	0.135	1.099	-0.051	0.529	0.067	-0.319	-0.359	-0.217	-1.289	-0.018	0.049	-0.228	-0.329
YKL012W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.378	0.027	0.421	0.077	-0.086	-0.046	0.312	-0.607	-0.072	-0.010	0.123	-0.039	-0.076	-0.050	0.504	0.009	-0.056
YKL013C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.330	-0.523	-0.789	0.675	0.077	0.635	0.153	0.281	0.882	1.792	-0.010	0.118	-1.537	-1.552	-0.140	0.077	-0.093
YKL014C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.025	-0.211	-0.598	-0.076	-0.004	0.046	0.009	-0.209	0.001	0.000	1.199	-1.029	0.359	-0.652	-0.051	0.190	-0.059
YKL015W	-0.083	0.134	1.037	0.784	0.015	0.009	0.100	-0.063	0.085	0.008	1.048	0.007	0.154	0.072	0.108	0.401	1.368	0.017	-0.429	-0.065	0.040	-0.341	0.440	-0.078	0.005	-0.558	0.310	0.466	0.457	-0.026	-0.168	-0.447	0.157
YKL016C	0.776	-0.137	-4.610	2.019	3.545	0.019	-0.038	-0.244	1.310	-0.489	5.063	4.843	-1.058	0.182	1.474	5.743	-0.987	0.189	0.032	0.256	0.003	-0.011	0.198	0.156	0.430	0.019	-1.380	-0.198	-0.757	0.066	-0.702	1.238	-0.073
YKL017C	-0.912	0.977	0.000	0.559	0.888	-0.182	-0.034	0.098	-0.027	-0.003	0.007	0.719	1.032	0.010	-0.008	0.188	-0.019	0.585	-0.024	-0.010	0.029	0.033	0.356	0.406	0.105	0.040	0.804	-0.065	-0.010	0.361	0.140	-0.059	0.082
YKL018W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.268	-0.336	1.227	0.005	0.365	-0.007	0.171	0.040	-0.044	-0.655	0.019	-0.376	-0.834	0.106	0.020	0.214	-0.447
YKL019W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.007	0.077	-3.467	0.134	0.106	-0.132	-1.733	-0.692	0.014	0.021	0.631	0.315	0.335	0.053	1.252	2.081	0.674
YKL020C	0.038	-0.007	0.008	-0.939	-1.912	-0.011	-0.029	0.885	0.004	-0.000	-0.613	-0.000	0.087	-0.003	0.060	0.449	-0.875	0.063	-0.333	-0.033	-0.731	-0.849	0.117	1.751	-0.097	0.309	0.052	-0.003	0.015	0.165	-0.141	0.243	0.280
YKL021C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.037	0.757	1.038	0.010	1.356	0.547	-0.474	0.238	-0.927	-0.005	1.598	2.369	0.279	-0.115	0.032	1.066	0.108
YKL022C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.721	-0.048	0.290	-0.041	0.003	-0.358	0.017	0.170	1.022	0.673	0.218	0.045	0.326	-0.099	0.022	0.422	0.002
YKL023W	0.482	0.119	-0.210	0.192	0.040	-0.000	0.633	2.245	2.729	1.138	0.776	1.342	-0.079	1.861	0.149	2.005	0.173	3.841	0.522	-0.384	0.181	1.730	-0.749	0.302	1.086	2.185	1.809	1.126	1.118	0.080	2.444	1.136	2.159
YKL024C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.275	-0.321	1.171	0.464	-0.224	0.019	0.359	0.282	0.106	-0.526	0.878	0.035	0.032	0.181	-0.044	0.055	-0.000
YKL025C	-0.087	-0.016	-0.037	-3.391	-2.995	-0.011	-0.169	-0.741	-0.058	-2.368	-0.731	-1.662	0.247	0.076	-2.996	-1.641	-0.632	-3.071	1.738	0.567	-0.120	-0.828	-0.149	-0.002	-0.012	0.002	0.016	-3.586	-1.196	0.266	-0.270	-0.083	-2.778
YKL026C	0.493	-0.480	-0.695	-0.239	-0.001	0.577	0.067	0.000	-0.080	-0.164	-0.962	-0.485	-0.146	0.147	0.016	-0.713	-0.056	-0.335	2.820	0.735	0.681	0.015	-0.153	0.134	0.143	-0.123	0.154	-0.123	-1.504	0.128	0.390	1.178	-1.278
YKL027W	0.221	-1.189	-1.633	0.105	0.993	0.046	0.050	0.528	0.635	0.056	0.716	1.876	0.430	0.391	0.532	2.568	-0.073	-0.024	1.578	1.458	0.021	-0.012	0.081	-0.171	-0.002	-0.476	0.343	-0.163	-0.559	-0.037	0.785	0.003	-0.357
YKL028W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.847	-0.564	0.839	0.983	-1.257	-0.067	0.005	1.776	-0.005	-0.247	-0.013	-0.174	-1.870	-0.075	0.016	0.073	-1.685
YKL029C	-0.257	-0.211	-0.426	0.051	0.145	0.050	-0.016	-0.008	0.826	0.049	0.014	0.033	0.395	0.357	0.021	0.545	0.179	0.174	1.043	0.173	-0.003	0.011	-0.003	-0.020	0.022	0.724	0.683	0.613	-0.113	0.047	0.165	0.226	0.064
YKL030W	-0.034	0.065	0.113	0.012	-0.049	-0.029	-0.983	-0.028	-0.114	-0.007	0.028	0.018	-0.244	-0.079	-0.160	-0.012	0.002	0.765	0.385	0.007	-0.869	-0.199	-0.021	-0.002	0.536	-0.200	0.033	-0.057	-0.001	-0.220	0.005	-0.046	0.016
YKL031W	0.848	-0.004	0.070	0.386	1.624	-0.156	0.054	-0.153	0.027	-0.020	-1.037	-0.021	0.049	0.010	-1.380	0.640	-0.339	-0.021	1.258	0.022	0.168	0.637	-0.050	-0.182	-0.938	0.026	0.043	-1.330	-1.829	0.189	-0.267	-0.024	-0.922
YKL032C	0.091	0.004	0.405	2.153	3.611	0.098	0.655	0.058	3.862	-0.044	0.600	3.406	1.179	0.603	3.524	1.339	0.056	-0.100	-0.252	-0.012	1.273	1.677	0.128	0.950	0.136	-0.079	-1.530	-0.711	-3.646	0.839	-0.743	-1.090	-4.561
YKL033W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.161	-0.001	0.654	0.538	-2.265	-1.678	0.230	-0.360	-0.111	-2.210	-0.050	-1.744	-2.651	-0.043	-1.200	-0.843	-3.641
YKL033W-A	0.161	0.074	-0.171	-2.874	-2.023	0.169	0.769	1.826	0.177	-0.010	0.210	-0.093	2.255	2.181	-0.395	-1.129	-0.184	0.147	-0.317	-0.256	-0.310	-2.370	0.392	-0.053	0.004	0.354	-0.009	0.032	0.002	0.084	-0.070	-0.018	0.002
YKL034W	-1.642	-1.164	0.116	-1.276	-1.015	-0.368	0.032	-0.290	0.360	1.076	0.026	0.032	-0.016	1.501	-0.118	-0.109	-0.810	0.336	-0.438	1.049	0.064	0.301	0.007	-1.505	-0.062	-0.130	-0.439	-1.492	-0.743	0.298	0.777	-0.020	-1.192
YKL035W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.121	-0.595	-1.518	0.198	-1.302	-0.027	-0.255	1.118	-0.012	-0.073	-0.050	-0.092	-2.515	-0.025	-0.075	-0.031	-1.312
YKL036C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.744	-0.339	0.584	-0.022	0.016	-0.039	0.285	-1.067	-0.994	-0.051	-0.462	-1.269	-1.567	0.695	-0.180	-0.022	-2.348
YKL037W	-3.947	-4.630	-1.667	-4.565	-3.787	-0.142	-5.160	-0.212	0.043	-2.444	-3.564	-2.659	3.134	-1.512	-4.651	-4.182	0.006	-1.095	0.034	0.125	-0.046	-0.012	-0.279	0.007	-0.963	0.024	0.757	-0.843	-1.910	0.010	-0.068	-0.032	-2.143
YKL038W	-0.062	0.311	-1.042	0.597	0.322	-0.265	-0.796	0.670	0.061	-0.839	-0.008	0.436	0.043	0.627	0.190	0.082	0.062	-0.197	0.202	0.082	-0.066	0.033	-0.343	0.090	-0.041	0.018	-0.150	0.411	-0.210	0.024	0.101	1.586	-0.406
YKL039W	0.191	-0.079	-0.584	2.767	3.016	0.685	1.418	0.773	0.189	-0.018	0.348	0.705	1.559	0.032	1.432	0.972	0.740	0.214	1.248	1.111	1.763	2.282	-0.573	0.006	-0.014	-0.726	0.158	1.758	1.936	0.886	0.010	0.221	0.416
YKL040C	-0.273	-0.002	-0.021	0.027	0.549	0.444	0.047	1.659	1.446	-0.076	0.112	0.680	0.036	1.344	0.330	0.263	0.389	-0.466	1.103	0.035	-0.683	-0.785	-0.023	-0.152	-1.391	-0.121	-0.303	-0.571	-1.506	0.123	-1.609	-0.641	-2.040
YKL041W	0.676	0.062	-1.109	-0.010	-0.655	-0.211	1.583	5.452	2.429	0.181	4.525	4.536	0.079	5.003	5.597	4.615	0.036	0.021	-0.213	-0.014	0.075	0.074	-0.165	2.068	0.043	1.601	-0.009	0.725	-0.000	1.967	0.037	0.170	-0.630
YKL042W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.899	0.001	-0.129	-0.101	0.540	-0.115	-0.032	0.203	-0.005	-0.034	0.079	0.040	0.054	-0.007	0.083	-0.262	0.054
YKL043W	0.133	-0.014	-0.373	0.014	-0.028	1.016	0.009	-0.003	0.440	-0.995	0.040	-0.240	0.199	0.017	0.204	-0.064	-0.330	-0.169	1.011	0.000	0.015	-0.907	0.145	-0.223	0.174	-0.071	-0.009	-0.003	-1.126	0.157	-1.271	-0.187	-1.242
YKL044W	0.671	-0.021	-0.129	0.943	1.107	0.087	-0.007	0.025	-0.121	0.013	0.014	0.015	-0.114	1.257	0.116	0.061	-0.018	-0.182	-2.495	-0.131	-3.345	-3.886	-1.056	-3.697	-0.682	-0.073	-0.819	0.023	-1.892	-0.083	-3.957	0.009	-4.227
YKL045W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.135	0.869	-1.002	0.116	-1.716	-0.045	0.078	-0.097	-0.047	0.895	0.014	-0.006	0.243	0.220	0.849	1.001	0.585
YKL046C	-0.285	0.007	0.139	-1.778	-2.558	0.511	-0.678	-0.071	-0.011	-1.488	-0.141	-0.742	-0.022	-0.035	-0.106	-0.410	0.022	0.981	0.571	0.079	0.046	0.336	0.049	-0.017	-0.175	-0.204	0.773	-0.032	-0.411	-0.180	0.032	-0.043	-0.153
YKL047W	-0.087	-0.047	-0.101	0.250	0.328	0.010	-0.021	0.220	-0.306	-1.195	-0.454	0.230	-0.137	0.509	0.162	0.283	0.067	-0.030	1.477	0.335	-0.110	-0.563	0.007	0.152	0.089	0.218	-0.009	-0.317	-0.681	0.091	-0.012	0.686	-0.051
YKL048C	0.924	-3.821	-2.270	0.542	0.095	-0.034	4.371	5.795	0.066	-0.066	0.156	0.099	-0.314	3.248	-0.024	-0.007	-0.290	0.022	1.168	-0.021	-0.173	-1.396	-0.028	0.774	-0.369	0.268	0.171	0.047	0.313	0.455	0.262	1.235	0.078
YKL049C	-0.564	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.056	0.077	-0.406	0.006	-1.241	-0.107	0.007	0.126	-0.014	1.042	1.304	0.015	-1.655	-1.092	0.026	-0.007	-0.540
YKL050C	0.000	0.237	-0.002	0.187	0.222	-0.173	1.362	-0.064	-0.134	-0.015	0.202	1.025	-0.228	0.075	-0.133	-0.000	-0.283	-0.073	0.321	-0.186	-0.004	-0.368	-0.455	0.021	0.138	-0.544	-0.801	-0.016	-0.030	-0.335	-0.209	-0.166	-0.115
YKL051W	-0.322	0.026	0.258	-0.235	-0.070	-0.009	0.032	-0.042	0.012	-0.199	-0.104	-0.376	-0.055	0.148	-0.458	0.007	-0.009	-0.319	0.199	-0.057	-1.023	-0.013	0.075	0.896	1.163	0.152	0.043	-0.456	0.407	-0.724	0.512	-0.022	0.047
YKL052C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.057	0.097	-0.609	-1.035	-0.001	-0.032	0.260	-0.062	0.759	-0.055	0.096	0.093	0.211	-0.041	-0.003	-0.080	0.172
YKL053C-A	0.054	0.166	-0.892	1.735	1.183	0.019	-3.594	-0.392	0.918	-0.426	0.020	1.369	0.116	0.102	2.722	-0.027	-0.101	-0.012	1.244	-0.107	-0.150	-0.606	0.008	0.364	0.009	0.206	-0.244	-0.055	-0.016	0.841	0.533	0.899	0.004
YKL053W	1.314	1.284	-0.046	1.387	1.476	0.395	0.101	1.756	1.751	0.439	1.367	2.654	0.298	2.552	0.644	2.267	-0.076	-0.156	-0.397	-0.691	-0.870	-0.306	0.175	0.010	-0.116	-0.103	-0.025	-1.167	-1.118	-0.183	-0.738	-0.549	-0.374
YKL054C	0.717	0.330	0.039	0.296	-0.069	0.021	0.221	0.048	0.686	0.517	-0.108	-0.179	0.021	0.787	0.029	-0.795	0.895	0.003	-0.331	-0.178	1.357	3.258	-0.204	0.095	3.489	-0.019	2.241	1.247	3.494	-0.253	0.119	0.753	2.928
YKL055C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.043	-1.343	1.515	0.100	-0.060	-1.567	0.367	-0.001	-0.004	-0.132	-1.426	-0.225	0.031	-0.351	-1.387	0.097	-0.164
YKL056C	0.894	0.024	0.054	3.631	3.570	0.220	0.005	0.444	1.965	1.842	3.531	4.404	0.236	0.861	4.535	4.054	-0.033	-0.216	-1.366	0.089	0.075	0.146	0.248	-0.638	-0.097	-1.209	0.567	-0.045	-0.031	-1.190	0.891	-1.274	-0.547
YKL057C	1.688	-0.931	-3.947	5.747	5.258	-0.903	0.065	2.270	1.608	0.094	2.261	6.796	0.402	0.995	1.866	4.857	7.595	1.334	-11.236	9.361	0.693	0.679	-0.522	-0.736	0.057	2.411	0.934	5.355	1.375	0.101	2.864	6.873	6.892
YKL058W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.105	-4.278	0.997	0.072	-3.127	-2.322	-1.256	0.251	-0.176	-3.463	-3.008	-3.445	-4.997	0.120	-0.063	-1.436	-5.540
YKL059C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.649	-0.180	0.111	0.187	1.479	1.582	-0.091	0.225	1.229	0.022	-0.623	0.639	0.653	0.159	0.299	0.149	0.645
YKL060C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.567	-0.136	1.379	-0.103	0.111	2.369	-0.080	-0.031	0.210	0.271	-0.012	-0.186	0.046	0.272	0.033	-0.099	0.540
YKL061W	-0.012	0.273	0.588	-1.978	-2.018	-0.081	-0.083	0.233	-0.030	-0.119	-0.060	-0.365	0.016	-0.289	-0.893	0.006	-0.373	-0.093	-1.068	-0.689	0.466	0.360	-0.547	-1.598	0.006	-1.178	-0.310	-1.639	-0.192	-1.284	-0.735	-0.291	-2.288
